Order,top-left-square-x,top-left-square-o,top-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-right-square-x,top-right-square-o,top-right-square-b,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,middle-right-square-o,middle-right-square-b,middle-right-square-x,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,class,Rule_Length,Rule
627,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
628,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
639,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
640,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
641,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
648,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
650,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
651,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
659,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
660,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
691,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
696,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
718,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
719,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
726,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
727,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,negative,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o > 0) & (middle-right-square-o > 0)
