Order,top-left-square-x,top-left-square-o,top-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-right-square-x,top-right-square-o,top-right-square-b,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,middle-right-square-o,middle-right-square-b,middle-right-square-x,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,class,Rule_Length,Rule
79,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,positive,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
85,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,positive,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
88,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,positive,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
89,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,positive,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
90,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
91,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,positive,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
92,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,positive,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
93,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,positive,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
94,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,positive,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
96,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,positive,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
97,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,positive,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
98,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,positive,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
99,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,positive,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
101,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,positive,4,(middle-middle-square-o <= 0) & (top-right-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o <= 0)
