Order,top-left-square-x,top-left-square-o,top-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-right-square-x,top-right-square-o,top-right-square-b,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,middle-right-square-o,middle-right-square-b,middle-right-square-x,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,class,Rule_Length,Rule
750,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
752,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
753,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
754,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
764,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
765,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
766,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
767,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
793,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
794,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
795,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
798,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
799,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
800,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
809,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
810,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
850,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
858,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
859,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
860,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
861,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
863,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
864,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
875,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
876,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
877,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
878,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,negative,6,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o > 0) & (bottom-right-square-o <= 0) & (top-left-square-o > 0) & (middle-left-square-o > 0)
