Order,top-left-square-x,top-left-square-o,top-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-right-square-x,top-right-square-o,top-right-square-b,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,middle-right-square-o,middle-right-square-b,middle-right-square-x,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,class,Rule_Length,Rule
23,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
24,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
25,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
26,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
27,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
30,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
31,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
32,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
33,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
34,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,positive,7,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x > 0) & (middle-left-square-x <= 0) & (middle-right-square-o <= 0) & (top-left-square-o <= 0) & (top-middle-square-o <= 0)
