Order,top-left-square-x,top-left-square-o,top-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-right-square-x,top-right-square-o,top-right-square-b,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,middle-right-square-o,middle-right-square-b,middle-right-square-x,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,class,Rule_Length,Rule
12,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
13,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
17,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
18,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
21,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
37,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
38,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
39,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
42,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
43,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
44,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
45,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
49,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
50,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
53,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
70,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
74,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
75,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
78,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
105,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
108,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
109,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
114,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
119,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
120,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
121,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
122,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
124,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
125,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
126,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
128,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
129,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
130,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,positive,3,(middle-middle-square-o <= 0) & (top-right-square-o <= 0) & (bottom-left-square-o <= 0)
