Order,top-left-square-x,top-left-square-o,top-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-right-square-x,top-right-square-o,top-right-square-b,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,middle-right-square-o,middle-right-square-b,middle-right-square-x,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,class,Rule_Length,Rule
630,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
631,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
632,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
633,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
634,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
635,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
636,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
637,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
642,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
643,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
646,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
647,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
652,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
653,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
654,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
656,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
657,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
658,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
662,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
668,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
669,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
670,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
692,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
693,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
694,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
695,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
698,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
699,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
700,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
701,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
704,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
720,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
721,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
722,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
723,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
724,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,negative,3,(middle-middle-square-o > 0) & (bottom-left-square-x <= 0) & (top-right-square-x <= 0)
