Row Number,Rule,Rule Length
1,middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 ,3
1,middle-left-square-o <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 ,3
1,bottom-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 ,3
1,middle-middle-square-o > 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 ,3
2,middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 ,3
2,bottom-middle-square-x > 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 ,3
2,middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 ,3
2,middle-middle-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 ,3
3,middle-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 ,3
3,middle-middle-square-o > 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 ,3
3,middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 ,3
3,middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 ,3
3,middle-middle-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 ,3
4,middle-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 ,3
4,middle-middle-square-o > 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 ,3
4,middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 ,3
4,middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 ,3
4,middle-middle-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 ,3
5,middle-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 ,3
5,middle-middle-square-o > 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 ,3
5,middle-left-square-o <= 0.5 && middle-right-square-o > 0.5 && top-right-square-o <= 0.5 ,3
5,middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 ,3
5,middle-middle-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 ,3
6,middle-left-square-o <= 0.5 && middle-middle-square-o > 0.5 && top-right-square-x > 0.5 ,3
6,middle-middle-square-o > 0.5 && top-middle-square-x > 0.5 && top-right-square-x > 0.5 ,3
6,middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-right-square-x > 0.5 ,3
6,middle-middle-square-o > 0.5 && top-left-square-x > 0.5 && top-right-square-x > 0.5 ,3
