Order,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-left-square-x,top-left-square-o,top-left-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,middle-right-square-o,middle-right-square-b,middle-right-square-x,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,top-right-square-x,top-right-square-o,top-right-square-b,Rule_Length,Rule
812,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
813,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
814,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
816,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
817,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
818,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
819,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
820,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
825,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
826,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
827,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
828,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
829,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
830,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
831,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
832,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
833,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
834,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
835,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
837,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
838,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
839,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
840,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
841,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
842,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
843,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,5,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-o > 0.5)
