Order,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-left-square-x,top-left-square-o,top-left-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,middle-right-square-o,middle-right-square-b,middle-right-square-x,middle-left-square-x,middle-left-square-o,middle-left-square-b,top-right-square-x,top-right-square-o,top-right-square-b,Rule_Length,Rule
151,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
152,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
154,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
155,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
158,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
161,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
162,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
163,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
166,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
167,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
169,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
170,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
174,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
175,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
176,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
178,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
181,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
182,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
183,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
185,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
186,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
187,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
243,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
245,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
250,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
251,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
253,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
254,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
256,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
257,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
258,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
262,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
263,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
264,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,6,(bottom-right-square-o <= 0.5) & (top-right-square-o > 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-x <= 0.5)
