Order,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-left-square-x,top-left-square-o,top-left-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,middle-right-square-o,middle-right-square-b,middle-right-square-x,middle-left-square-x,middle-left-square-o,middle-left-square-b,top-right-square-x,top-right-square-o,top-right-square-b,Rule_Length,Rule
629,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
638,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
649,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
661,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
662,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
663,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
664,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
671,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
672,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
673,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
679,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
685,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
706,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
707,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
708,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
709,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
716,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
717,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
735,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
736,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
740,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
741,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
749,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
768,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
880,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
881,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
882,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
883,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
890,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
891,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
909,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
910,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
914,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
929,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
930,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
934,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5)
