Order,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-left-square-x,top-left-square-o,top-left-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,middle-right-square-o,middle-right-square-b,middle-right-square-x,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,top-right-square-x,top-right-square-o,top-right-square-b,Rule_Length,Rule
296,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
299,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
300,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
301,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
302,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
303,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
304,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
305,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
306,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
309,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (top-right-square-o <= 0.5)
