Order,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,top-left-square-x,top-left-square-o,top-left-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,middle-right-square-o,middle-right-square-b,middle-right-square-x,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,top-right-square-x,top-right-square-o,top-right-square-b,Rule_Length,Rule
24,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
133,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
134,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
143,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
234,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
235,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
239,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
298,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
307,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
308,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
316,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
317,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
377,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
378,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
389,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
402,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
403,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
429,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
430,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
440,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
441,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
453,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
454,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
455,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
491,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
492,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
496,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
533,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
544,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
545,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
558,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
559,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
590,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
598,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
599,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
600,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
606,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
607,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x > 0.5)
