Order,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-left-square-x,top-left-square-o,top-left-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,middle-right-square-o,middle-right-square-b,middle-right-square-x,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,top-right-square-x,top-right-square-o,top-right-square-b,Rule_Length,Rule
97,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,7,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5)
100,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,7,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5)
112,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,7,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5)
495,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,7,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5)
500,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,7,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5)
501,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,7,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5)
511,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,7,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5)
512,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,7,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5)
513,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,7,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5)
514,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,7,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5)
515,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,7,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5)
517,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,7,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5)
524,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,7,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5)
525,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,7,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5)
526,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,7,(middle-middle-square-o <= 0.5) & (top-left-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (middle-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5)
