Order,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-left-square-x,top-left-square-o,top-left-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,middle-right-square-o,middle-right-square-b,middle-right-square-x,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,top-right-square-x,top-right-square-o,top-right-square-b,Rule_Length,Rule
756,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,8,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-x > 0.5)
757,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,8,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-x > 0.5)
758,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,8,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-x > 0.5)
760,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,8,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-x > 0.5)
761,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,8,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-x > 0.5)
762,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,8,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-x > 0.5)
770,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,8,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-x > 0.5)
772,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,8,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-x > 0.5)
774,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,8,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-x > 0.5)
884,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,8,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-x > 0.5)
887,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,8,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-x > 0.5)
888,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,8,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x > 0.5) & (bottom-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-x > 0.5)
