Row Number,Rule,Rule Length
5,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3,3
6,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3,3
8,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
9,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
12,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3,3
15,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
20,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 2.0) && (exclusion_of_no > 1.5) && (no_of_nodes_in > 1.5)  => 2,5
21,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 2.0) && (exclusion_of_no > 1.5) && (no_of_nodes_in > 1.5)  => 2,5
22,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
23,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
24,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
28,(early_uptake_in > 1.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 6.0) && (no_of_nodes_in <= 1.5)  => 2,5
38,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
39,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
45,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 4,2
51,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3,3
52,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
57,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
59,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
62,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
63,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
64,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
