Row Number,Rule,Rule Length
5,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
6,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
8,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
9,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
10,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2,4
11,(dislocation_of <= 1.5) && (special_forms > 2.5) && (block_of_affere > 1.5)  => 2,3
12,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
20,(dislocation_of > 1.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_node <= 2.5)  => 4,4
26,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
39,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
41,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
42,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
45,(dislocation_of <= 1.5) && (special_forms > 2.5) && (block_of_affere > 1.5)  => 2,3
46,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 4,2
52,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
53,(dislocation_of <= 1.5) && (special_forms > 2.5) && (block_of_affere > 1.5)  => 2,3
55,(dislocation_of <= 1.5) && (special_forms > 2.5) && (block_of_affere > 1.5)  => 2,3
56,(dislocation_of <= 1.5) && (special_forms > 2.5) && (block_of_affere > 1.5)  => 2,3
58,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
59,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
60,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
61,(dislocation_of <= 1.5) && (special_forms > 2.5) && (block_of_affere > 1.5)  => 2,3
67,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
72,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2,4
73,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2,4
87,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
89,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
90,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
93,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
95,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2,4
96,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2,4
97,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2,4
98,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
99,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
100,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
105,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
109,(dislocation_of <= 1.5) && (special_forms > 2.5) && (block_of_affere > 1.5)  => 2,3
114,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
116,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
117,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
118,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2,4
120,(dislocation_of <= 1.5) && (special_forms > 2.5) && (block_of_affere > 1.5)  => 2,3
121,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
128,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
129,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
130,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
131,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
135,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
137,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2,4
140,(dislocation_of <= 1.5) && (special_forms > 2.5) && (block_of_affere > 1.5)  => 2,3
141,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 4,2
143,(special_forms > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.5) && (no_of_nodes_in <= 1.5)  => 2,4
144,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
145,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
146,(special_forms > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 1.5)  => 3,3
147,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
