Row Number,Rule,Rule Length
2,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2,4
3,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2,4
4,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3,3
5,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3,3
7,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
8,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
12,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3,3
14,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2,4
15,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
18,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 4,5
19,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2,4
20,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2,4
21,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2,4
22,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
23,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
24,(early_uptake_in > 1.5) && (special_forms <= 2.5) && (block_of_affere > 1.5) && (changes_in_stru <= 2.0) && (no_of_nodes_in <= 1.5)  => 2,5
36,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
37,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
38,(early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5)  => 2,4
39,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2,4
40,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2,4
41,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2,4
42,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 4,2
49,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3,3
50,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
55,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
56,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2,4
57,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
60,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
61,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
62,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
64,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2,4
65,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3,3
69,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
70,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
71,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
72,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
75,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
80,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
83,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2,4
84,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2,4
85,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
88,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
90,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3,3
92,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
96,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
98,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
99,(early_uptake_in > 1.5) && (special_forms <= 2.5) && (block_of_affere > 1.5) && (changes_in_stru <= 2.0) && (no_of_nodes_in <= 1.5)  => 2,5
100,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
103,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
104,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2,4
105,(early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5)  => 2,4
106,(early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5)  => 2,4
108,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2,4
109,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
110,(early_uptake_in <= 1.5) && (special_forms <= 1.5) && (block_of_affere > 1.5) && (changes_in_lym <= 2.5)  => 2,4
111,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
112,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3,3
116,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
118,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
123,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2,4
126,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
127,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
128,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
129,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
134,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2,4
135,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru > 4.0) && (no_of_nodes_in > 1.5)  => 2,4
136,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3,3
139,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (changes_in_stru <= 4.0) && (no_of_nodes_in > 1.5)  => 2,4
141,(early_uptake_in <= 1.5) && (special_forms > 1.5) && (block_of_affere > 1.5)  => 2,3
142,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 4,2
144,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3,3
145,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
146,(early_uptake_in > 1.5) && (block_of_affere > 1.5) && (no_of_nodes_in > 3.0)  => 3,3
147,(block_of_affere <= 1.5) && (changes_in_node <= 3.5)  => 2,2
