Order,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-left-square-x,top-left-square-o,top-left-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,middle-right-square-o,middle-right-square-b,middle-right-square-x,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,top-right-square-x,top-right-square-o,top-right-square-b,Rule_Length,Rule
346,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,7,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-b <= 0.5)
347,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,7,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-b <= 0.5)
348,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,7,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-b <= 0.5)
423,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,7,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-b <= 0.5)
424,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,7,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-b <= 0.5)
425,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,7,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-b <= 0.5)
473,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,7,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-b <= 0.5)
474,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,7,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-b <= 0.5)
475,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,7,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-b <= 0.5)
476,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,7,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-b <= 0.5)
477,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,7,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-b <= 0.5)
478,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,7,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-b <= 0.5)
621,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,7,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-b <= 0.5)
622,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,7,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-b <= 0.5)
623,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,7,(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (top-middle-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-b <= 0.5)
