Order,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-left-square-x,top-left-square-o,top-left-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,middle-right-square-o,middle-right-square-b,middle-right-square-x,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,top-right-square-x,top-right-square-o,top-right-square-b,Rule_Length,Rule
1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,9,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-b <= 0.5) & (top-right-square-x > 0.5) & (top-middle-square-b <= 0.5)
4,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,9,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-b <= 0.5) & (top-right-square-x > 0.5) & (top-middle-square-b <= 0.5)
5,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,9,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-b <= 0.5) & (top-right-square-x > 0.5) & (top-middle-square-b <= 0.5)
6,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,9,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-b <= 0.5) & (top-right-square-x > 0.5) & (top-middle-square-b <= 0.5)
22,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,9,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-b <= 0.5) & (top-right-square-x > 0.5) & (top-middle-square-b <= 0.5)
25,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,9,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-b <= 0.5) & (top-right-square-x > 0.5) & (top-middle-square-b <= 0.5)
26,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,9,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-b <= 0.5) & (top-right-square-x > 0.5) & (top-middle-square-b <= 0.5)
27,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,9,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-b <= 0.5) & (top-right-square-x > 0.5) & (top-middle-square-b <= 0.5)
54,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,9,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-b <= 0.5) & (top-right-square-x > 0.5) & (top-middle-square-b <= 0.5)
55,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,9,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-b <= 0.5) & (top-right-square-x > 0.5) & (top-middle-square-b <= 0.5)
